Product_Id,Product_name,Price,city_code,type_id
1,TVS,35000,1986,1
2,Royal Enfield,119900,3959,1
3,Triumph,600000,2127,1
4,TVS,65000,2488,1
5,Yamaha,80000,1097,1
6,Yamaha,53499,1448,1
7,Honda,85000,1862,1
8,Hero,45000,3312,1
9,Royal Enfield,145000,386,1
10,Royal Enfield,88000,2868,1
11,Yamaha,72000,2420,1
12,Yamaha,95000,3597,1
13,Bajaj,78000,2907,1
14,Bajaj,29499,2578,1
15,Bajaj,29900,3556,1
16,Bajaj,90000,4123,1
17,Bajaj,120000,1737,1
18,Suzuki,48000,2526,1
19,Benelli,240000,226,1
20,Bajaj,29900,1176,1
21,Bajaj,120000,126,1
22,Suzuki,48000,3785,1
23,Hero,46500,3507,1
24,Royal Enfield,121700,3675,1
25,Yamaha,45000,4034,1
26,Bajaj,78000,1404,1
27,Hero,20000,22,1
28,Honda,20800,2,1
29,Bajaj,50000,1676,1
30,Honda,81200,3218,1
31,Bajaj,88000,1456,1
32,Yamaha,80000,2761,1
33,Bajaj,40900,251,1
34,KTM,180000,3038,1
35,Honda,40000,831,1
36,KTM,70000,4166,1
37,Royal Enfield,98800,3405,1
38,Honda,65000,976,1
39,Royal Enfield,190500,3208,1
40,KTM,179000,2341,1
41,Royal Enfield,70000,1084,1
42,Bajaj,45000,2915,1
43,Royal Enfield,78000,1293,1
44,Bajaj,110000,4299,1
45,Royal Enfield,85000,3008,1
46,Bajaj,38000,3260,1
47,Royal Enfield,55346,3046,1
48,Mahindra,28000,730,1
49,Hero,37000,2052,1
50,Suzuki,97000,4047,1
51,Yamaha,40000,1064,1
52,Royal Enfield,90000,413,1
53,TVS,60000,3928,1
54,Honda,21900,141,1
55,Bajaj,40000,2414,1
56,Benelli,475000,2648,1
57,Honda,34500,3055,1
58,Yamaha,25000,4090,1
59,Suzuki,30200,2141,1
60,Bajaj,65000,1880,1
61,Bajaj,25000,4215,1
62,Kawasaki,935000,2425,1
63,Royal Enfield,107100,3886,1
64,Bajaj,80000,4217,1
65,Royal Enfield,88000,3217,1
66,KTM,94700,3036,1
67,Hero,12200,1730,1
68,Royal Enfield,106000,2626,1
69,Bajaj,29500,2684,1
70,Kawasaki,290000,3196,1
71,Royal Enfield,110000,317,1
72,Bajaj,27000,1206,1
73,Royal Enfield,65000,989,1
74,Royal Enfield,150000,118,1
75,Hero,55786,694,1
76,Bajaj,45000,3730,1
77,Yamaha,146000,966,1
78,Royal Enfield,115000,333,1
79,Bajaj,30000,2418,1
80,Bajaj,93100,3750,1
81,Yamaha,82000,3702,1
82,Royal Enfield,260000,775,1
83,Honda,38000,1342,1
84,KTM,130000,2843,1
85,Royal Enfield,118000,498,1
86,Bajaj,14700,3857,1
87,Royal Enfield,85000,36,1
88,Bajaj,40000,1997,1
89,Yamaha,50000,3422,1
90,Royal Enfield,71800,2677,1
91,Royal Enfield,71800,2070,1
92,Bajaj,75000,835,1
93,Ducati,1350000,2816,1
94,Triumph,790000,1478,1
95,Bajaj,47000,2499,1
96,Bajaj,60000,1771,1
97,Suzuki,96700,1717,1
98,Hero,31900,577,1
99,Bajaj,35000,2735,1
100,KTM,240000,3191,1
101,Honda,68000,9,1
102,Bajaj,80000,1888,1
103,Royal Enfield,135000,3965,1
104,Bajaj,11100,3898,1
105,Benelli,480000,1997,1
106,Suzuki,65000,434,1
107,Yamaha,60000,3472,1
108,Honda,80000,128,1
109,Hero,46000,2738,1
110,Royal Enfield,95000,3364,1
111,Hyosung,400000,542,1
112,Bajaj,55000,2687,1
113,Yamaha,63000,2736,1
114,Bajaj,51000,4131,1
115,TVS,69900,1079,1
116,Bajaj,125000,4126,1
117,Benelli,210000,1340,1
118,Honda,35900,2373,1
119,Honda,67000,566,1
120,Hero,29339,2684,1
121,Hero,19695,4243,1
122,Hero,48672,1193,1
123,Honda,40000,4103,1
124,Yamaha,500000,2717,1
125,Ducati,800000,3093,1
126,Royal Enfield,110000,2658,1
127,Royal Enfield,92500,4097,1
128,Bajaj,57000,1178,1
129,Royal Enfield,72500,2730,1
130,KTM,68000,2613,1
131,TVS,21500,1087,1
132,TVS,40000,4209,1
133,Royal Enfield,91000,489,1
134,Harley-Davidson,300000,3633,1
135,Suzuki,47000,2269,1
136,Suzuki,53000,798,1
137,Suzuki,51000,2689,1
138,Bajaj,48000,2091,1
139,Bajaj,55000,3331,1
140,Royal Enfield,173300,2986,1
141,Royal Enfield,77000,2208,1
142,Bajaj,115000,4041,1
143,Bajaj,36000,1346,1
144,Bajaj,72000,1797,1
145,Royal Enfield,115000,3622,1
146,Honda,65000,396,1
147,Honda,99000,260,1
148,Yamaha,68500,4250,1
149,Yamaha,140000,5,1
150,KTM,130000,1371,1
151,Bajaj,46000,4233,1
152,Hero,30000,3968,1
153,Bajaj,116000,2374,1
154,Royal Enfield,130000,3817,1
155,Royal Enfield,98000,1609,1
156,Royal Enfield,85000,1477,1
157,Royal Enfield,110000,3969,1
158,Royal Enfield,173300,4083,1
159,Bajaj,50000,2861,1
160,Royal Enfield,100000,2517,1
161,Royal Enfield,66000,1077,1
162,Royal Enfield,77000,1900,1
163,Royal Enfield,92500,755,1
164,Bajaj,57000,824,1
165,Royal Enfield,72500,3787,1
166,Honda,80000,2629,1
167,Royal Enfield,123600,565,1
168,Suzuki,950000,3891,1
169,Royal Enfield,107000,1159,1
170,Ducati,600000,1644,1
171,Yamaha,80000,3748,1
172,Suzuki,75000,4101,1
173,Hero,43778,2192,1
174,KTM,118000,4192,1
175,Yamaha,68000,3159,1
176,Bajaj,27000,40,1
177,Hero,48500,679,1
178,Hero,15000,2704,1
179,KTM,95000,1962,1
180,KTM,145000,1679,1
181,Yamaha,62000,3096,1
182,Hero,25000,1115,1
183,Ducati,700000,3292,1
184,Royal Enfield,160000,2066,1
185,Bajaj,47500,1654,1
186,Yamaha,21000,4028,1
187,Yamaha,18000,675,1
188,Hero,36000,3237,1
189,Yamaha,52000,1048,1
190,Harley-Davidson,435000,1632,1
191,TVS,68000,2168,1
192,Bajaj,80000,2584,1
193,Royal Enfield,110800,789,1
194,TVS,85000,653,1
195,Royal Enfield,145000,3047,1
196,Bajaj,145000,2258,1
197,Royal Enfield,149000,1378,1
198,Hero,60000,1713,1
199,Royal Enfield,140000,2280,1
200,KTM,85000,4109,1
201,Bajaj,86000,1495,1
202,Royal Enfield,115000,3306,1
